Character,Line,text_lemmatized,Season,Episode_Number,Dominant,compound,neg,neu,pos
Jim," Yeah. Which, don’t get me wrong, can be a really fun distraction, but, when it’s over, you’re left thinking about the girl you really like, the one that broke your heart.  ","['wrong', 'fun', 'distraction', 'left', 'think', 'girl', 'broke', 'heart']",3,10,Topic 19,0.7715,0.171,0.532,0.297
Michael," I totally rebounded. Someone else shoots and I take the ball and I score. Well, I guess I didn’t score and I’m not sure who’s actually shooting, but, whatever. Doesn’t matter. It’s all good. Or as my ex might say. Domo arigato, Mr. Scott-o.  ","['totally', 'rebound', 'shoot', 'ball', 'score', 'guess', 'score', 'sure', 'who', 'actually', 'shoot', 'matter', 'ex', 'domo', 'arigato', 'scotto']",3,10,Topic 45,0.6211,0.031,0.833,0.136
Angela," [singing, with Dwight holding up microphone] Little baby, parum pum pum pum. I am a poor boy too, parum pum pum pum. I have no gift to bring, parum pum pum pum. That’s fit to give our King, parum pum pum pum..  ","['sing', 'dwight', 'hold', 'microphone', 'little', 'baby', 'parum', 'pum', 'pum', 'pum', 'poor', 'boy', 'parum', 'pum', 'pum', 'pum', 'gift', 'bring', 'parum', 'pum', 'pum', 'pum', 'fit', 'king', 'parum', 'pum', 'pum', 'pum']",3,10,Topic 31,-0.4599,0.117,0.83,0.053
Michael," [on phone] Yes, I just wanted to see if, uh you would like to come to Jamaica with me. There’s this resort called Sandals. Really? OK. All right. I promise you won’t be disappointed. Umm, It’s all-inclusive…   ","['phone', 'want', 'jamaica', 'there', 'resort', 'call', 'sandal', 'promise', 'disappointed', 'allinclusive']",3,10,Topic 10,0.5267,0.071,0.757,0.172
Angela," [singing] … Shall I play for you, parum pum pum pum [Oscar and Gil walk through door]","['sing', 'shall', 'play', 'parum', 'pum', 'pum', 'pum', 'oscar', 'gil', 'walk', 'door']",3,10,Topic 31,0.34,0.0,0.87,0.13
Angela," [singing] I played my drum for Him, parum pum pum pum. I played my best for Him, parum pum pum pum, Rum pum pum pum, rum pum pum pum.","['sing', 'played', 'drum', 'parum', 'pum', 'pum', 'pum', 'played', 'best', 'parum', 'pum', 'pum', 'pum', 'rum', 'pum', 'pum', 'pum', 'rum', 'pum', 'pum', 'pum']",3,10,Topic 31,0.8402,0.0,0.743,0.257
Dwight, [singing along] pum pum pum pum pum pum pum  ,"['sing', 'pum', 'pum', 'pum', 'pum', 'pum', 'pum', 'pum']",3,10,Topic 31,0.0,0.0,1.0,0.0
Jim," [to Pam] Oh, you know what? Sorry, forgot to tell you. I intercepted a transmission earlier and it seems that the CIA is gonna need Dwight down at their headquarters in Langley for training and an ice cream social with the other agents. ","['pam', 'know', 'sorry', 'forgot', 'tell', 'intercept', 'transmission', 'earlier', 'cia', 'need', 'dwight', 'headquarters', 'langley', 'training', 'ice', 'cream', 'social', 'agent']",3,10,Topic 32,-0.0772,0.03,0.97,0.0
Pam, We should get him a bus ticket. [types on computer] To make his trip easier.,"['bus', 'ticket', 'type', 'computer', 'trip', 'easy']",3,10,Topic 15,0.4215,0.0,0.833,0.167
Jim," Hmm… Well, maybe the CIA can send a helicopter? ","['maybe', 'cia', 'send', 'helicopter']",3,10,Topic 49,0.2732,0.0,0.792,0.208
Dwight, [Cell phone beeps] What the? [Reading text message] “You have been compromised. Abort mission. Destroy phone.” Destroy phone? [Dwight throws phone off of the roof and walks away]  ,"['cell', 'phone', 'beep', 'reading', 'text', 'message', 'compromise', 'abort', 'mission', 'destroy', 'phone', 'destroy', 'phone', 'dwight', 'throw', 'phone', 'roof', 'walk', 'away']",3,10,Topic 35,-0.8105,0.221,0.779,0.0
Michael," William Randolph Shakespeare once wrote in one of his plays, and I’m paraphrasing here, “Love doth be poison.” Brilliant. And a lot of people don’t give Shakespeare enough credit. They think it was somebody else. A-holes.   ","['william', 'randolph', 'shakespeare', 'write', 'play', 'paraphrase', 'love', 'doth', 'poison', 'brilliant', 'people', 'shakespeare', 'credit', 'somebody', 'aholes']",3,10,Topic 25,0.8126,0.0,0.797,0.203
Angela," When Michael suggested canceling Christmas, I was outraged, not on my behalf, but on behalf of baby Jesus. I mean, would he cancel Christmas because he got dumped or he was two weeks behind on his party planning, on top of the fact that his cats were ill? I think not. I think baby Jesus would suck it up and plan his party.   ","['michael', 'suggest', 'cancel', 'christmas', 'outrage', 'behalf', 'behalf', 'baby', 'jesus', 'mean', 'cancel', 'christmas', 'dumped', 'week', 'party', 'planning', 'fact', 'cat', 'baby', 'jesus', 'suck', 'plan', 'party']",3,10,Topic 30,-0.7615,0.198,0.686,0.116
Angela," This is ridiculous. I… I’ve spent so much time, like I always do. And for that little trollop to come in here and throw her own party… Are you even listening to me?","['ridiculous', 'spent', 'time', 'little', 'trollop', 'throw', 'party', 'listen']",3,10,Topic 3,0.0679,0.069,0.855,0.076
Angela," I want you to tell her to stop, Toby. Am I being clear?","['want', 'tell', 'stop', 'toby', 'clear']",3,10,Topic 10,0.1779,0.137,0.621,0.242
Angela, [Angela slaps Toby on the face.] Stop it. ,"['angela', 'slap', 'toby', 'face', 'stop']",3,10,Topic 16,-0.296,0.239,0.761,0.0
Angela," I’m sorry. It wasn’t my intention to hurt you, but I want to wake you up to the injustice that’s going on right in front of your face. ","['sorry', 'intention', 'hurt', 'want', 'wake', 'injustice', 'go', 'face']",3,10,Topic 16,-0.7876,0.248,0.709,0.043
Angela, Michael was so right about you. You are pathetic.  ,"['michael', 'pathetic']",3,10,Topic 6,-0.5719,0.316,0.684,0.0
Angela, [Phyllis puts down phone] Hmm hmm. [Phyllis gets up and goes to Angela’s party]  ,"['phyllis', 'put', 'phone', 'phyllis', 'get', 'go', 'angelas', 'party']",3,10,Topic 25,0.4019,0.0,0.828,0.172
Michael," No, no, no, no. You know what, I better hold off. I wanna make sure I don’t dial Carol before I get drunk.","['know', 'better', 'hold', 'wan', 'sure', 'dial', 'carol', 'drunk']",3,10,Topic 30,0.4215,0.087,0.725,0.188
Jim," So, really, you’re just calling her?",['call'],3,10,Topic 35,0.0,0.0,1.0,0.0
Michael, Yeah. You know what? I am. I’m gonna call her. That’s a good idea. ,"['know', 'idea']",3,10,Topic 5,0.6249,0.0,0.702,0.298
Dwight, [from across the table] Where’s Michael going? Michael? Is he sick? Is he choking?  ,"['table', 'wheres', 'michael', 'go', 'michael', 'sick', 'choke']",3,10,Topic 23,-0.8053,0.377,0.623,0.0
Michael," [on [phone] No, I don’t think I’m asking too much. I think it’s only fair that you tell me exactly what I did wrong. Okay. Uh huh. Well that… yeah. Uh huh. All right. Well, could you tell me something that I did ","['phone', 'ask', 'fair', 'tell', 'exactly', 'wrong', 'tell']",3,10,Topic 19,0.6705,0.061,0.73,0.209
Angela," No, I’ve got it, Phyllis. Stay. Have fun. Eat your wand.   ","['phyllis', 'stay', 'fun', 'eat', 'wand']",3,10,Topic 9,0.5106,0.0,0.752,0.248
Michael," He is also in an interracial relationship, so, you know, if you have any problems, you can always call him. ","['interracial', 'relationship', 'know', 'problem']",3,10,Topic 38,-0.4019,0.124,0.876,0.0
Michael," Sounds good. Okay, let’s go.   ","['sound', 'let']",3,10,Topic 18,0.5859,0.0,0.385,0.615
Dwight, For recording. Michael is on vacation and he’s asked me to record all meetings and to type up the transcripts.,"['record', 'michael', 'vacation', 'ask', 'record', 'meeting', 'type', 'transcript']",3,11,Topic 6,0.0,0.0,1.0,0.0
Jim," OK. Uh, Karen, any news from that law firm? ","['karen', 'news', 'law', 'firm']",3,11,Topic 15,0.0,0.0,1.0,0.0
Jim," Oh my God, Dwight, what’re you doing?","['god', 'dwight', 'whatre']",3,11,Topic 12,0.2732,0.0,0.741,0.259
Jim, You’re not allowed to take off your pants in the middle of the office. ,"['allow', 'pant', 'middle', 'office']",3,11,Topic 16,0.0,0.0,1.0,0.0
Jim," Dwight, you know what, just back up, okay, that’s making me uncomfortable. This is sexual harassment, by the way. Oh my God! He’s got a knife!","['dwight', 'know', 'make', 'uncomfortable', 'sexual', 'harassment', 'way', 'god', 'knife']",3,11,Topic 12,-0.5696,0.205,0.673,0.122
Jim," No, let the record show that Dwight K. Schrute is now completely nude and is holding a plastic knife to Stanley’s neck?!","['record', 'dwight', 'k', 'schrute', 'completely', 'nude', 'hold', 'plastic', 'knife', 'stanley', 'neck']",3,11,Topic 12,0.0,0.0,1.0,0.0
Dwight, [leans into tape recorder] Let the record show that Jim Halpert is a liar!,"['lean', 'tape', 'recorder', 'record', 'jim', 'halpert', 'liar']",3,11,Topic 14,-0.5562,0.216,0.784,0.0
Jim, [picks up tape recorder and speaks into it] Dwight Schrute is now wearing a baby’s bonnet.,"['pick', 'tape', 'recorder', 'speaks', 'dwight', 'schrute', 'wear', 'baby', 'bonnet']",3,11,Topic 12,0.0,0.0,1.0,0.0
Dwight," Jim Carrey did not just walk in, OK.","['jim', 'carrey', 'walk']",3,11,Topic 14,0.0,0.0,1.0,0.0
Jim," Oh my God, Karen, you’re right, that is Animal from the Muppet Babies.","['god', 'karen', 'animal', 'muppet', 'baby']",3,11,Topic 15,0.2732,0.0,0.851,0.149
Dwight, You can’t see… You can’t see my stomach.,['stomach'],3,11,Topic 39,0.0,0.0,1.0,0.0
Pam, Hey. You have a bunch of messages and… [sees Michael shaking head with beads in hair] that’s nice. Hannah quit while you were gone. I guess she memo-ed to file some complaints she had about being a working mother? And so you might also have to be deposed. ,"['bunch', 'message', 'see', 'michael', 'shake', 'head', 'bead', 'hair', 'nice', 'hannah', 'quit', 'go', 'guess', 'memoed', 'file', 'complaint', 'work', 'mother', 'depose']",3,11,Topic 35,-0.1531,0.084,0.862,0.054
Michael," Blah, blah, blah, blah, blah, blah, blah, blah. Relax. ","['blah', 'blah', 'blah', 'blah', 'blah', 'blah', 'blah', 'blah', 'relax']",3,11,Topic 28,-0.3182,0.794,0.0,0.206
Michael," Just relax, OK? I’ll get to all of it later. ","['relax', 'later']",3,11,Topic 46,0.4404,0.0,0.756,0.244
Michael, Aren’t you going to ask me how Jamaica was? Say it. Ask me.,"['go', 'ask', 'jamaica', 'ask']",3,11,Topic 10,0.0,0.0,1.0,0.0
Michael," Stanley. You know what? It is really good to see you, too.","['stanley', 'know']",3,11,Topic 44,0.4927,0.0,0.775,0.225
Michael," Well, I am just getting settled in. So, I’m gonna… ","['get', 'settle']",3,11,Topic 49,0.2732,0.0,0.811,0.189
Michael, You are not as much fun as your Jamaican brothers… mon.  ,"['fun', 'jamaican', 'brother', 'mon']",3,11,Topic 46,-0.4023,0.213,0.787,0.0
Michael," Feelin’ hot, hot, hot! [playing conch shell] Feelin’ hot, hot, hot! Feelin’ hot, hot, hot! Feelin’ hot, hot, hot! That’s all I know so far, but I’m gonna keep practicing. ","['feelin', 'hot', 'hot', 'hot', 'play', 'conch', 'shell', 'feelin', 'hot', 'hot', 'hot', 'feelin', 'hot', 'hot', 'hot', 'feelin', 'hot', 'hot', 'hot', 'know', 'far', 'practice']",3,11,Topic 10,0.3753,0.0,0.919,0.081
Pam, That’s good. [Michael continues to play conch shell],"['michael', 'continue', 'play', 'conch', 'shell']",3,11,Topic 10,0.6486,0.0,0.531,0.469
Michael," You know, I had never been out of the country before now?","['know', 'country']",3,11,Topic 17,0.0,0.0,1.0,0.0
Michael," Got to see how Jamaicans live. It is great, you know. They just relax, they party all the time. ","['jamaican', 'live', 'great', 'know', 'relax', 'party', 'time']",3,11,Topic 46,0.8658,0.0,0.623,0.377
Michael," Yeah… Gosh. Great. You know what, Pam? Make a note. I want us all to start having pina coladas every day at three.","['gosh', 'great', 'know', 'pam', 'note', 'want', 'start', 'pina', 'coladas']",3,11,Topic 37,0.6597,0.0,0.795,0.205
Pam," But you can’t today, we’re doing inventory.","['today', 'inventory']",3,11,Topic 40,0.0,0.0,1.0,0.0
Michael, I specifically went on vacation so I would miss it.  ,"['specifically', 'go', 'vacation', 'miss']",3,11,Topic 31,-0.2177,0.172,0.828,0.0
Michael," Inventory is boring. In the islands, they don’t make you do stuff like take inventory. Why do you think so many businesses move to the Caymans?   ","['inventory', 'boring', 'island', 'stuff', 'inventory', 'business', 'cayman']",3,11,Topic 40,0.0516,0.08,0.833,0.087
Michael," Tonight, we are going to have an inventory luau. I want to bring back a little slice of paradise to the Dunder Mifflin warehouse inventory. So, Party Planning Committee, get on it. ","['tonight', 'go', 'inventory', 'luau', 'want', 'bring', 'little', 'slice', 'paradise', 'dunder', 'mifflin', 'warehouse', 'inventory', 'party', 'planning', 'committee']",3,11,Topic 30,0.7867,0.0,0.785,0.215
Angela, By the end of the day? That’s impossible. ,"['end', 'impossible']",3,11,Topic 22,0.0,0.0,1.0,0.0
Michael, The Jamaicans don’t have a word for “impossible.”,"['jamaican', 'word', 'impossible']",3,11,Topic 22,0.0,0.0,1.0,0.0
Jim," Yep, it’s English, it’s “impossible.”","['yep', 'english', 'impossible']",3,11,Topic 22,0.296,0.0,0.645,0.355
Michael," How hard is a luau? All you need are some grass skirts, pineapple, poi, tiki torches, suckling pig, some fire dancers. That’s all you need.  ","['hard', 'luau', 'need', 'grass', 'skirt', 'pineapple', 'poi', 'tiki', 'torch', 'suckle', 'pig', 'dancer', 'need']",3,11,Topic 18,-0.4215,0.142,0.858,0.0
Michael," Come on in. Settle in. Settling. Settling… and settled. Good, there is something I would like to show everybody. See this sign? [points to a TV monitor of a picture from Jamaica and reads] “No Shirt, No Shoes, No Problem.” This is an attitude I would like all of you to have right here. So what, if we have to stay late to do inventory? No problem.","['settle', 'settle', 'settle', 'settle', 'everybody', 'sign', 'point', 'tv', 'monitor', 'picture', 'jamaica', 'read', 'shirt', 'shoe', 'problem', 'attitude', 'stay', 'late', 'inventory', 'problem']",3,11,Topic 49,0.8484,0.029,0.807,0.164
Pam, Oh my God. Is that Jan? [points to same monitor] ,"['god', 'jan', 'point', 'monitor']",3,11,Topic 19,0.2732,0.0,0.811,0.189
Michael," No, no, no. No, that’s a German woman named Urkel Grue.  ","['german', 'woman', 'name', 'urkel', 'grue']",3,11,Topic 25,0.0,0.0,1.0,0.0
Michael," Jan told me to play it cool and not tell anybody because it can get us both in trouble. So officially, I did not see her. But I did see Jan there. In our room. At night. And in the morning. That’s all I’m gonna say. Sex. We had sex. I had sex with her. I had sex with Jan.  ","['jan', 'play', 'cool', 'tell', 'anybody', 'trouble', 'officially', 'jan', 'room', 'night', 'morning', 'sex', 'sex', 'sex', 'sex', 'jan']",3,11,Topic 16,0.128,0.03,0.916,0.054
Michael, [on phone] Hey dude. I just got back from Jamaica. ,"['phone', 'dude', 'jamaica']",3,11,Topic 35,0.0,0.0,1.0,0.0
Michael," Yeah, that sounds amazing. You know what? The lady Jan Levinson wanted to go to Montego Bay. ","['sound', 'amaze', 'know', 'lady', 'jan', 'levinson', 'want', 'montego', 'bay']",3,11,Topic 19,0.7184,0.0,0.714,0.286
Michael," Well I’m looking at a photo, right now. And I’m telling ‘ya, could be in Maxim. ","['look', 'photo', 'tell', 'maxim']",3,11,Topic 37,0.2732,0.0,0.877,0.123
Michael," OK. Well, check this out. I am sending you some email. You got it?","['check', 'send', 'email']",3,11,Topic 49,0.2732,0.0,0.861,0.139
Michael," OK, wait a second. I sent it to you at… [reading computer screen] ","['wait', 'second', 'sent', 'reading', 'screen']",3,11,Topic 9,0.0,0.0,1.0,0.0
Michael, Darryl?! Hey. Hi. Where’s Darryl? ,"['darryl', 'wheres', 'darryl']",3,11,Topic 30,0.0,0.0,1.0,0.0
Michael," OK, Hey, man, how’s it going? ","['man', 'hows', 'go']",3,11,Topic 26,0.0,0.0,1.0,0.0
Michael," That’s great, OK. Um, so did you get an email from me?","['great', 'email']",3,11,Topic 47,0.6249,0.0,0.728,0.272
Michael," OK. Well, that was supposed to go to Packer, not “packaging.” Did you already, um, forward to a whole bunch of people? ","['suppose', 'packer', 'packaging', 'forward', 'bunch', 'people']",3,11,Topic 16,0.2732,0.0,0.909,0.091
Michael," OK. Um, well, did you get the second email that I sent? Explaining that the first email was a mistake and that you should delete it. ","['second', 'email', 'sent', 'explain', 'email', 'mistake', 'delete']",3,11,Topic 37,-0.0772,0.084,0.842,0.074
Jim," Yeah. Yes. Um, I’m just in this, like, stupid fight with Karen. ","['stupid', 'fight', 'karen']",3,11,Topic 15,0.1962,0.289,0.337,0.374
Pam, Oh. You want to talk about it?,"['want', 'talk']",3,11,Topic 38,0.0772,0.0,0.822,0.178
Michael," A sensitive email has been released to the office. It contains a file, a picture. The file name is “Jamaican Jan Sun Princess.”","['sensitive', 'email', 'release', 'office', 'contains', 'file', 'picture', 'file', 'jamaican', 'jan', 'sun', 'princess']",3,11,Topic 33,0.0,0.0,1.0,0.0
Dwight," Unless you’re willing to tell me everything, I cannot accept this assignment. ","['willing', 'tell', 'accept', 'assignment']",3,11,Topic 37,-0.2924,0.166,0.834,0.0
